店舗名,住所,lat,lng
ベトナム料理カフェ aLo aLo,神奈川県大和市大和南1-15-1,35.4695597,139.4660534
松屋元住吉店,神奈川県川崎市中原区木月3-6-18,35.565535,139.6508358
松屋横浜西口店,神奈川県横浜市西区北幸1-1-2,35.4676499,139.622152
韓国酒菜 うさぎ庵,神奈川県横浜市港北区日吉本町1-3-3,35.5538278,139.645323
居酒屋 土間土間横浜西口店,神奈川県横浜市西区南幸2-15-1,35.4646805,139.6187928
松屋関内仲通り店,神奈川県横浜市中区常盤町2-10,35.445283,139.6382173
松屋向ヶ丘遊園店,神奈川県川崎市多摩区登戸2737-4,35.6163341,139.5641511
横浜関内吉田町THE FARM PIG＆SEA,神奈川県横浜市中区吉田町10,35.4460407,139.6331389
松屋天王町店,神奈川県横浜市保土ケ谷区天王町2-47-7,35.4539566,139.6033488
松屋東戸塚西口店,神奈川県横浜市戸塚区川上町90-1,35.4311246,139.5557281
牛タン・馬刺し・和牛 ぶれゑめん 大和駅前店,神奈川県大和市大和南1-5-2,35.4694298,139.4630295
松屋武蔵小杉店,神奈川県川崎市中原区新丸子町922,35.5774214,139.659983
サライケバブ 日吉店,神奈川県横浜市港北区日吉本町1-2-11,35.5540978,139.646091
居酒家 土間土間横浜駅前店,神奈川県横浜市西区北幸1-1-8,35.4676243,139.6213821
松屋東戸塚東口店,神奈川県横浜市戸塚区品濃町538-7,35.431744,139.5575785
韓国ごはん・酒家 ダイダイ そごう横浜店,神奈川県横浜市西区高島2-18-1,35.4653817,139.624707
松屋日吉店,神奈川県横浜市港北区日吉本町1-20-2,35.55313,139.6458369
松屋 金沢八景店,神奈川県横浜市金沢区瀬戸16-38,35.3313671,139.6210659
牛たん・馬刺し・特選和牛ぶれゑめん 大船駅前店,神奈川県鎌倉市大船1-11-20,35.3518505,139.5316639
DiningRestaurant 大船 JAM,神奈川県鎌倉市大船1-16-18,35.3512791,139.5318903
松屋港南台店,神奈川県横浜市港南区港南台4-1-1,35.3747518,139.576038
エビス鴨居総本店,神奈川県横浜市緑区鴨居4-1-9,35.5102476,139.5679197
居酒屋 土間土間新横浜店,神奈川県横浜市港北区新横浜3-6-2,35.5085813,139.6183408
肉バル＆クラフトビールブッチャーズキッチン 鹿島田店,神奈川県川崎市幸区下平間115,35.5513655,139.6777073
綱島ふぐよし総本店,神奈川県横浜市港北区綱島東1-1-18,35.5364856,139.6350277
居酒屋 土間土間橋本店,神奈川県相模原市緑区橋本3-17-3,35.5951934,139.3466728
もつ焼きごえん野毛店,神奈川県横浜市中区野毛町1-41-2,35.4482789,139.6304731
松屋武蔵新城店,神奈川県川崎市中原区上新城2-10-15,35.5869903,139.630602
大衆肉バル Kamiichi,神奈川県横浜市港南区上大岡西1-15-1,35.4092422,139.5956704
居酒家 土間土間関内店,神奈川県横浜市中区尾上町4-54,35.4457332,139.6355059
居酒家 土間土間戸塚店,神奈川県横浜市戸塚区吉田町118-1,35.4001127,139.5366524
松屋あざみ野店,神奈川県横浜市青葉区あざみ野1-11-1,35.5683835,139.5525449
木村屋本店川崎駅東口店,神奈川県川崎市川崎区砂子2-6-6,35.5290875,139.6999888
居酒家 土間土間武蔵溝の口店,神奈川県川崎市高津区溝口1-8-7,35.5996433,139.6129658
食べ飲み放題の店 和気あいあい横浜西口店,神奈川県横浜市西区南幸2-9-1,35.4633402,139.6178769
居酒家 土間土間登戸店,神奈川県川崎市多摩区登戸3467-1,35.6202896,139.5703934
居酒家 土間土間川崎仲見世通り店,神奈川県川崎市川崎区砂子2-3-17,35.5294373,139.6999534
居酒家 土間土間川崎リバーク店,神奈川県川崎市川崎区駅前本町12-1,35.5319327,139.6985563
お好み焼き・食べ放題 若竹新横浜駅前店,神奈川県横浜市港北区新横浜2-5-26,35.5096169,139.6162235
熱中酒場 夢吉 川崎店,神奈川県川崎市川崎区駅前本町2-11,35.5294218,139.6990428
水産酒場まぐろ部 新横浜駅前店,神奈川県横浜市港北区新横浜2-5-26,35.5096169,139.6162235
韓国屋台酒場 韓兵衛 横浜桜木町 野毛一番街店,神奈川県横浜市中区野毛町1-52,35.4472806,139.6299675
桜木町ふぐよし総本店,神奈川県横浜市中区野毛町3-110-1,35.4490498,139.6292304
居酒家 土間土間センター南店,神奈川県横浜市都筑区茅ヶ崎中央3-25,35.5446256,139.5746325
歩く花,神奈川県川崎市幸区大宮町1310,35.5309314,139.6948068
完全個室居酒屋 燻製工房 武蔵中原,神奈川県川崎市中原区上小田中6-23-8,35.5808295,139.6429249
個室 沖縄料理 ちゅらり横浜店,神奈川県横浜市西区南幸1-12-8,35.4646152,139.6194603
松屋相模大野店,神奈川県相模原市南区相模大野3-2-1,35.5312402,139.435004
炭火料理×海鮮居食ヤ 福田 （関内駅徒歩1分）,神奈川県横浜市中区真砂町3-31,35.4451653,139.6360293
エビス仲町台総本店,神奈川県横浜市都筑区仲町台1-34-18,35.5366792,139.5899508
国産熟成肉バルDOURAKU CORRIDA ランドマーク店,神奈川県横浜市西区みなとみらい2-2-1,35.4545635,139.6314218
鮮度の極み 魚もつ武蔵小杉,神奈川県川崎市中原区新丸子町915-8,35.5780629,139.6601105
韓国ごはん・酒家ダイダイ 横浜みなとみらい店,神奈川県横浜市西区みなとみらい2-2-1,35.4545635,139.6314218
鶴見 焼肉 うしくら,神奈川県横浜市鶴見区鶴見中央4-26-15,35.5072934,139.6797916
小田原畜産姉妹店 激旨焼肉 うしえ者,神奈川県小田原市酒匂970-1,35.2796916,139.1900634
焼き肉はとや,神奈川県座間市小松原1-24-27,35.498794,139.4282551
焼き肉ホルモン 兆伊 （CHOI）,神奈川県横浜市中区若葉町2-24,35.4420339,139.6281556
焼肉楽,神奈川県横浜市緑区鴨居1-8-2,35.5108516,139.5681082
焼肉 開,神奈川県横浜市中区長者町6-94,35.4420058,139.6306747
焼肉 然,神奈川県足柄下郡箱根町二ノ平1297,35.2384476,139.0446358
焼肉 匠,神奈川県横浜市戸塚区名瀬町52-1,35.4168332,139.5397276
焼肉炉,神奈川県平塚市根坂間365-1,35.3379485,139.3048413
焼肉 縁,神奈川県横浜市南区吉野町5-22-22,35.4348305,139.6171239
焼肉家,神奈川県横浜市栄区上郷町59-1,35.363588,139.5653785
焼肉 龍,神奈川県足柄上郡大井町金子50-1,35.3403122,139.1525016
焼肉 友,神奈川県横浜市中区末吉町4-86,35.4384046,139.6231847
焼肉道草,神奈川県横浜市鶴見区駒岡1-25-26,35.5247738,139.6525718
焼肉 北京,神奈川県横浜市港北区高田東1-47-6,35.5487951,139.622264
焼肉・メグミ,神奈川県横浜市神奈川区反町1-5-4,35.4744823,139.6273642
焼肉 千福,神奈川県横須賀市若松町3-4,35.2785379,139.673736
焼肉 香蘭,神奈川県川崎市川崎区桜本2-1-10,35.522412,139.7220853
焼肉 太陽,神奈川県川崎市川崎区池田1-13-18,35.5226144,139.6922025
焼肉 杭州,神奈川県川崎市多摩区宿河原5-21-1,35.6158358,139.5841192
焼肉 漢江,神奈川県横浜市港北区新吉田東7-9-8,35.5357877,139.6192608
焼肉 都筑,神奈川県横浜市都筑区加賀原2-13-25,35.5210351,139.5569303
焼肉 麗華,神奈川県横須賀市根岸町3-16-17,35.2522839,139.6840107
焼肉 天佑,神奈川県川崎市幸区古川町38,35.5468373,139.6817065
焼肉 松葉,神奈川県川崎市麻生区片平6-2-20,35.5944381,139.4909749
焼肉 天佑,神奈川県川崎市幸区古川町38,35.5468373,139.6817065
焼肉 松葉,神奈川県川崎市麻生区片平6-2-20,35.5944381,139.4909749
焼肉 吉政,神奈川県茅ヶ崎市共恵1-6-20,35.3273984,139.4039391
焼肉 海牛,神奈川県横須賀市秋谷2-5-36,35.2372309,139.6019351
焼肉 佐藤,神奈川県横浜市神奈川区六角橋1-21-1,35.4894384,139.6266831
焼肉 大苑,神奈川県横浜市神奈川区大口仲町36-5,35.490659,139.6440748
焼肉 西屋,神奈川県横須賀市衣笠栄町1-39-1,35.2574354,139.664936
焼肉相模,神奈川県座間市相武台1-30-15,35.501159,139.4091584
焼肉 大苑,神奈川県川崎市高津区溝口2-17-33,35.6025411,139.6109259
焼肉天国,神奈川県平塚市河内351-1,35.3358266,139.3103202
焼肉くく,神奈川県横浜市保土ケ谷区天王町1-9-13,35.4559555,139.6040953
焼肉 大谷,神奈川県相模原市中央区中央4-4-1,35.5734985,139.3663556
焼肉角蔵,神奈川県相模原市緑区原宿3-7-2,35.5975673,139.3099416
焼肉 伽耶,神奈川県川崎市幸区南加瀬3-38-43,35.5399359,139.6633749
焼肉ぱだ,神奈川県足柄下郡湯河原町宮上535,35.1477226,139.0720502
焼肉 しま,神奈川県秦野市本町1-1-6,35.371964,139.2260195
焼肉 金光,神奈川県横浜市中区福富町仲通38,35.444743,139.6308042
焼肉 北京,神奈川県川崎市中原区木月3-8-22,35.56549590000001,139.6491747
焼肉よこた,神奈川県横浜市戸塚区汲沢町1229-3,35.3921959,139.5201846
焼肉トラジ,神奈川県横浜市神奈川区入江2-16-10,35.4918534,139.647197
焼肉 羅生門,神奈川県鎌倉市手広6-1-5,35.3318292,139.5057838
焼肉ジャン,神奈川県小田原市東町2-1-8,35.256088,139.1714531
焼肉 南大門,神奈川県相模原市中央区相生4-3-1,35.56482680000001,139.3816341
焼肉トザワ,神奈川県藤沢市辻堂東海岸1-12-24,35.3235029,139.4541772
焼肉 パゴダ,神奈川県横浜市港北区小机町1521,35.5083207,139.5964873
焼肉いちか,神奈川県川崎市川崎区池上新町1-13-8,35.522327,139.7304475
焼肉 真骨頂,神奈川県横浜市鶴見区鶴見中央2-3-13,35.5105138,139.6800308
焼肉ライオン,神奈川県大和市林間1-20-2,35.4974579,139.4500461
焼肉 POGI,神奈川県横須賀市久里浜4-16-12,35.2289663,139.7026241
焼肉あまひろ,神奈川県横浜市南区睦町1-33-8,35.4300347,139.618982
焼肉あまひろ,神奈川県横浜市南区睦町1-33-8,35.4300347,139.618982
焼肉 スエヒロ,神奈川県足柄下郡箱根町湯本702,35.2321942,139.1027341
焼肉マンボウ,神奈川県横浜市鶴見区上末吉1-13-15,35.5261856,139.6695281
焼肉アリラン,神奈川県相模原市南区相模大野6-10-3,35.530832,139.4337838
焼肉まんまる,神奈川県横浜市神奈川区片倉1-5-17,35.4831625,139.6023433
焼肉くろべこ,神奈川県南足柄市狩野78-3,35.31740180000001,139.108388
焼肉ちゃちゃ,神奈川県横須賀市武3-21-11,35.2197505,139.6407753
焼肉 韓の台所,神奈川県鎌倉市津1034-4,35.3206805,139.5065148
焼肉 英ちゃん,神奈川県大和市鶴間2-3-2,35.4916571,139.4502955
焼肉 オックス,神奈川県相模原市南区相模台3-14-18,35.5157652,139.4148348
焼肉だいまる,神奈川県平塚市平塚2-47-9,35.3272494,139.3373992
焼肉 ほりにし,神奈川県海老名市中新田3290-1,35.4364253,139.3782371
焼肉べこいち,神奈川県鎌倉市手広1-7-38,35.3299417,139.509657
焼肉くりはら,神奈川県伊勢原市串橋61-2,35.3943665,139.2882177
焼肉ぴったん,神奈川県小田原市飯田岡71-7,35.2891193,139.1477994
焼肉ざんまい,神奈川県藤沢市宮原3341-3,35.400748,139.4104654
焼肉たいざん,神奈川県秦野市南矢名1-15-21,35.3720341,139.2722523
焼肉ひゃんみ,神奈川県横浜市南区中里1-7-8,35.4200645,139.5929456
焼肉 文ちゃん,神奈川県横浜市港北区大倉山6-17-7,35.5288185,139.6187054
焼肉jeju,神奈川県中郡二宮町二宮1350-7,35.3069019,139.2531285
焼肉 ROCK,神奈川県足柄下郡箱根町湯本724-5,35.2320589,139.1011748
焼肉ひゃら亭,神奈川県横浜市都筑区牛久保西2-26-7,35.557617,139.5768556
焼肉べこまる,神奈川県横浜市中区弥生町3-34,35.4390286,139.6271498
焼肉サイゼン,神奈川県横浜市中区宮川町2-55,35.4467864,139.6283096
焼肉食堂こころ,神奈川県川崎市高津区坂戸1-7-7,35.5991206,139.6191712
焼肉 冬伯,神奈川県川崎市幸区神明町1-41,35.5406588,139.6894357
焼肉 牛王,神奈川県川崎市幸区南幸町2-40,35.5345776,139.6902699
焼肉 冨岳,神奈川県横浜市南区宮元町3-56,35.4300022,139.6103185
焼肉寿苑,神奈川県川崎市川崎区貝塚1-11-1,35.5254758,139.7027148
焼肉 鳳梨,神奈川県鎌倉市小町1-6-9,35.3200954,139.5514289
焼肉金金,神奈川県藤沢市片瀬3-14-33,35.3112164,139.4886629
焼肉寿苑,神奈川県川崎市川崎区貝塚1-11-1,35.5254758,139.7027148
焼肉 八起,神奈川県相模原市南区相模大野6-19-25,35.5297437,139.4346253
焼肉 広鈴,神奈川県川崎市幸区下平間223,35.5520818,139.6807138
焼肉 昇楽,神奈川県川崎市中原区中丸子341,35.5680135,139.6688566
焼肉家 燦,神奈川県川崎市幸区幸町4-18,35.5342787,139.691985
焼肉 とうがらし,神奈川県横須賀市衣笠栄町1-70,35.2571561,139.6625465
焼肉のいちばん,神奈川県相模原市緑区小渕1707,35.6155355,139.152282
焼肉 とらちゃん,神奈川県横浜市中区石川町1-14,35.4386947,139.6451992
焼肉亭ぎんなん,神奈川県横浜市鶴見区馬場3-1-9,35.5054943,139.6489866
焼肉たっちゃん,神奈川県横須賀市ハイランド4-7-11,35.2240247,139.6903996
焼肉もうもう亭,神奈川県愛甲郡愛川町中津3518-9,35.5091923,139.3389671
焼肉 カーニバル,神奈川県横浜市中区南仲通4-40,35.4488511,139.6379083
焼肉 Takeyan,神奈川県川崎市高津区溝口4-3-1,35.6035102,139.6170113
焼肉SHONAN,神奈川県藤沢市鵠沼花沢町2-4,35.3373946,139.4853156
焼肉 恵美寿,神奈川県秦野市松原町1-7,35.3750823,139.1876182
焼肉みーや,神奈川県秦野市大秦町2-3,35.3694306,139.2290563
焼肉 大久園,神奈川県横浜市瀬谷区瀬谷4-30,35.4678297,139.4834704
焼肉のダックベル,神奈川県横浜市神奈川区六角橋2-3-5,35.4866457,139.6233042
焼肉南幸苑,神奈川県横浜市瀬谷区三ツ境15-4,35.4673981,139.5029676
焼肉じゅじゅえん,神奈川県平塚市田村6-11-6,35.3776617,139.3647639
焼肉 福よし,神奈川県相模原市中央区相模原6-24-5,35.5742392,139.3760346
焼肉 藤吉郎,神奈川県横浜市西区浅間台15-12,35.4662533,139.607555
焼肉 きぬ川,神奈川県横浜市金沢区泥亀2-1-6,35.3405367,139.6240561
焼肉 牛の城,神奈川県川崎市川崎区池田1-6-5,35.5230917,139.6917425
焼肉食道苑,神奈川県横浜市西区藤棚町1-58,35.450256,139.6129473
焼肉イナミ,神奈川県高座郡寒川町岡田7-2-31,35.3754679,139.3965277
焼肉牧場ぼくんち,神奈川県座間市入谷4-2478-21,35.4766617,139.3989584
焼肉 丸山縁,神奈川県横浜市緑区鴨居1-8-10,35.510632,139.5674879
焼肉大衆店,神奈川県平塚市明石町23-18,35.3300823,139.3458736
焼肉ホルモン ある,神奈川県相模原市南区松が枝町15-11,35.5161699,139.4254531
焼肉牧場ぼくんち,神奈川県座間市入谷4-2478-21,35.4766617,139.3989584
焼肉大衆店,神奈川県平塚市明石町23-18,35.3300823,139.3458736
焼肉一本道,神奈川県横浜市緑区鴨居1-15-15,35.5112038,139.5665185
焼肉 香々苑,神奈川県横浜市港南区上永谷1-1-24,35.4048523,139.581131
焼肉ホルモンしげ,神奈川県藤沢市辻堂新町3-9-22,35.3409824,139.4614767
焼肉 みらく,神奈川県横浜市中区花咲町1-40,35.4490212,139.6302931
焼肉 清水苑,神奈川県横浜市南区永田北3-32-1,35.437428,139.5903973
焼肉ぽんが横浜店,神奈川県横浜市西区北幸2-6-5,35.4667985,139.6167811
焼肉 はせ川,神奈川県相模原市南区相模台4-11-6,35.5157652,139.4148348
焼肉 登龍門,神奈川県茅ヶ崎市今宿731-7,35.3375321,139.3827992
焼肉バン バン,神奈川県横浜市港北区日吉7-14-5,35.5446561,139.6516059
焼肉ホルモンたかの,神奈川県横浜市中区日ノ出町1-1,35.4461523,139.6272886
焼肉うしごろ横浜店,神奈川県横浜市神奈川区鶴屋町2-15-3,35.4679207,139.6230891
焼肉レストラン松の実,神奈川県藤沢市善行7-5-6,35.3638354,139.473434
焼肉レストラン友琉館,神奈川県三浦郡葉山町長柄27-2,35.2822596,139.5799122
焼肉野郎キムジャン,神奈川県平塚市河内447-10,35.3384081,139.3099754
焼肉海鮮ふぁーすと,神奈川県横浜市泉区岡津町189,35.4262716,139.5244021
焼肉コリアンハウス,神奈川県横浜市神奈川区三ツ沢中町26-26,35.4811251,139.611135
焼肉MIURAえん,神奈川県三浦市南下浦町上宮田3292-2,35.1874544,139.6545921
焼肉レストラン東天閣,神奈川県川崎市川崎区浜町4-12-5,35.5165143,139.7228087
焼肉ハウスファミリー,神奈川県藤沢市菖蒲沢1072-1,35.3957522,139.4439619
焼肉家 いすか,神奈川県藤沢市本町3-10-16,35.3438855,139.4753329
焼肉・ホルモンごくう,神奈川県海老名市中新田2-10-23,35.4426552,139.3786663
焼肉 大衆 本店,神奈川県横浜市中区宮川町2-52,35.4473243,139.6288021
焼肉 バカバカ,神奈川県川崎市川崎区京町1-17-16,35.5161151,139.6948182
焼肉よし 大船,神奈川県鎌倉市大船2-6-16,35.3523443,139.5351884
焼肉食堂 こやま,神奈川県横浜市港北区大倉山5-34-20,35.5267273,139.6219345
焼肉 左文字,神奈川県横浜市磯子区栗木1-32-26,35.3798548,139.6074608
焼肉ぶー村,神奈川県川崎市川崎区大島5-12-3,35.5258686,139.7164116
焼肉 味楽苑,神奈川県横須賀市根岸町3-11-1,35.2503866,139.6832129
焼肉 5番街,神奈川県横浜市中区山元町4-172-25,35.4259766,139.6401378
焼肉 韓味館,神奈川県大和市大和東1-8-9,35.4699953,139.4634673
焼肉 京城苑,神奈川県横浜市中区吉田町12-2,35.4464429,139.6325772
焼肉処 九葉,神奈川県横浜市青葉区美しが丘2-14-2,35.5791657,139.5595977
串焼肉 世孫,神奈川県川崎市川崎区京町2-24-2,35.5119814,139.6970788
鶏焼肉 いろは,神奈川県相模原市中央区相模原2-2-8,35.5800492,139.3696263
焼肉苑 溝口店,神奈川県川崎市高津区溝口2-15-1,35.6020307,139.6130581
焼肉ざんまい 本店,神奈川県藤沢市獺郷1160,35.3891386,139.4031584
焼肉＆バー サンライズ,神奈川県横浜市金沢区谷津町367,35.3426125,139.6222309
新城焼肉なかむら,神奈川県川崎市中原区新城1018,35.5876285,139.6279769
焼肉ホルモン 一手,神奈川県相模原市中央区清新6-17-19,35.5780338,139.3550853
焼肉ホルモン いち,神奈川県横浜市鶴見区本町通1-23-15,35.5031972,139.6806589
焼肉らあめん 不二,神奈川県川崎市中原区木月住吉町32-24,35.565426,139.6591789
焼肉炎 -homura-,神奈川県横浜市泉区和泉中央北3-6-1,35.4160344,139.4930465
金の焼肉 韓国料理,神奈川県横浜市中区長者町2-5-5,35.4389735,139.6354461
焼肉和牛料理 金竹,神奈川県横浜市青葉区青葉台2-26-1,35.5476716,139.516755
焼肉苑 平間店,神奈川県川崎市中原区上平間1700,35.5600912,139.6749322
焼肉菜館 寿寿,神奈川県横浜市鶴見区潮田町4-156-1,35.5031708,139.6935989
焼肉革命 牛将,神奈川県厚木市戸田1225,35.3994952,139.3619324
焼肉 あばら亭,神奈川県綾瀬市深谷中2-2-26,35.4287243,139.4328407
焼肉 たかだ 東戸塚,神奈川県横浜市戸塚区平戸町82-4,35.4210239,139.5585333
焼肉 龍牛ノ庭,神奈川県大和市上草柳1021,35.475354,139.4483679
焼肉酒場 我寿,神奈川県横浜市鶴見区鶴見中央4-17-1,35.5068465,139.6787316
新横浜 焼肉 鐵,神奈川県横浜市港北区篠原町1268-5,35.50256940000001,139.6188027
焼肉ダイニング いち,神奈川県平塚市天沼7-26,35.3352685,139.3560248
焼肉・ホルモン・ぼなぺてぃ,神奈川県相模原市南区相模大野3-2-2,35.5316577,139.4352576
焼肉レストラン 柏尾,神奈川県横浜市戸塚区上倉田町508,35.3996948,139.535198
焼肉レストラン 大苑,神奈川県横浜市南区日枝町3-93,35.436801,139.6180406
焼肉大昌園 本店,神奈川県川崎市川崎区東門前3-1-2,35.5344213,139.7345384
焼肉 まんぷく 平塚,神奈川県平塚市宮の前7-8,35.3311079,139.3512166
焼肉とホルモン ささ木,神奈川県横浜市鶴見区生麦3-2-25,35.4948634,139.6672703
韓国 食堂 焼肉幹,神奈川県小田原市栄町2-11-9,35.2570692,139.1591111
焼肉 海鮮 山水苑,神奈川県川崎市川崎区浜町1-1-11,35.5183482,139.7164303
焼肉食堂 Smokey,神奈川県横浜市青葉区美しが丘2-21-2,35.5798338,139.5581944
南林間の焼肉屋,神奈川県大和市南林間1-5-8,35.4944029,139.4472558
焼肉ホルモンとんとん,神奈川県厚木市三田2-22-1,35.4765358,139.3494265
焼肉ホルモン 光苑,神奈川県横浜市港北区大倉山3-1-24,35.5217459,139.6292503
焼肉幸乃羽別館 雪月花,神奈川県平塚市明石町14-22,35.3316317,139.3480628
焼肉Dragon横浜,神奈川県横浜市青葉区つつじヶ丘29-1,35.5365831,139.5175109
焼肉鍋 みやび,神奈川県横浜市西区戸部本町48-10,35.45705530000001,139.6192484
湯河原焼肉 あぼじ,神奈川県足柄下郡湯河原町土肥1-9-20,35.1445695,139.100903
焼肉 ホルモン ほうちゃん,神奈川県横浜市中区大和町2-50-6,35.4282037,139.6462753
焼肉 ホルモン 心笑,神奈川県藤沢市藤沢462,35.3397893,139.4858775
焼肉家族 だるま小僧,神奈川県横浜市緑区十日市場町814-10,35.5239759,139.514364
焼肉の田口 恩名店,神奈川県厚木市恩名2-6-5,35.4416268,139.354509
焼肉 けいざん 杉田,神奈川県横浜市磯子区杉田3-1-6,35.3825253,139.6163345
焼肉ライク 大船店,神奈川県鎌倉市大船1-25-38,35.3536992,139.532662
食事処焼肉たなか,神奈川県伊勢原市東大竹641,35.4031334,139.3145107
焼肉ハウス 香花園,神奈川県横浜市青葉区市ケ尾町1054-9,35.5498254,139.5402411
焼肉ホルモン 酔軒,神奈川県横浜市磯子区森3-17-43,35.39497,139.6125752
焼肉ホルモン 亀萬,神奈川県川崎市幸区鹿島田1-8-42,35.5513662,139.6737137
焼肉屋さかい 橋本店,神奈川県相模原市緑区橋本5-14-5,35.5992919,139.3438588
焼肉ホルモン 味楽,神奈川県藤沢市善行1-24-10,35.3634958,139.4723349
焼肉の老舗 浜忠,神奈川県藤沢市湘南台1-21-16,35.3949552,139.4706328
とうがらし 焼肉韓国家庭料理,神奈川県川崎市川崎区鋼管通3-16-11,35.5138609,139.7129751
焼肉酒場びーと。,神奈川県大和市桜森2-3-14,35.4703098,139.4406163
焼肉ホルモン焼き ジャンジャン,神奈川県小田原市栢山2660-2,35.310533,139.1437453
焼肉屋さかい 秦野店,神奈川県秦野市富士見町2-21,35.3777362,139.2097894
焼肉ざんまい 六会店,神奈川県藤沢市亀井野1-7-12,35.3837421,139.4716692
焼肉ドン 海老名駅前,神奈川県海老名市中央2-1-5,35.4508928,139.3923494
焼肉ざんまい 藤沢店,神奈川県藤沢市藤沢556,35.3405916,139.4877727
焼肉ざんまい 善行店,神奈川県藤沢市善行坂1-5-17,35.362315,139.4680492
焼肉 溶岩焼 月姫,神奈川県足柄下郡箱根町木賀951-9,35.2504574,139.052394
焼肉スエヒロ館 戸塚店,神奈川県横浜市泉区中田東1-35-25,35.4094585,139.5136976
焼肉ホルモン バガボンド,神奈川県平塚市桃浜町24-21,35.3234252,139.3426125
焼肉 ざんまい 相模原店,神奈川県相模原市中央区陽光台2-15-8,35.5565927,139.375033
焼肉ざんまい 茅ヶ崎店,神奈川県茅ヶ崎市元町4-10,35.3330536,139.4057649
焼肉レストラン 大豊閣,神奈川県大和市南林間1-6-6,35.4953199,139.4478041
焼肉ざんまい 江ノ島店,神奈川県藤沢市片瀬3-17-25,35.3130032,139.4865207
焼肉スエヒロ館 座間店,神奈川県座間市入谷西2-43-6,35.4846189,139.3962219
焼肉ライク 平塚四之宮,神奈川県平塚市四之宮6-15-27,35.3637413,139.3609523
焼肉ライク 横浜関内店,神奈川県横浜市中区港町4-16,35.4455819,139.6348384
焼肉レストラン 明月館,神奈川県横浜市磯子区森3-3-17,35.3942709,139.6147155
焼肉たかやま 港南台店,神奈川県横浜市港南区港南台9-27-6,35.3697673,139.5773607
焼肉 味ん味ん 三ツ境店,神奈川県横浜市瀬谷区二ツ橋町309-1,35.4669305,139.495633
焼肉とらちゃん 関内店,神奈川県横浜市中区太田町2-31-3,35.4468102,139.6386226
焼肉屋さかい 久里浜店,神奈川県横須賀市久里浜7-1-14,35.2275522,139.7115009
三吉橋 焼肉 食道苑,神奈川県横浜市南区中村町3-187-6,35.4344222,139.6300643
近江牛 焼肉 幸乃羽,神奈川県平塚市明石町14-22,35.3316317,139.3480628
焼肉 五差路 鳥吉,神奈川県相模原市緑区橋本台1-1-5,35.5855178,139.3446346
焼肉屋さかい 鵠沼海岸店,神奈川県藤沢市鵠沼海岸1-16-3,35.3169751,139.4714687
焼肉スエヒロ館 茅ヶ崎店,神奈川県茅ヶ崎市下町屋1-10-24,35.3300097,139.3891489
炭焼ホルモン＆焼肉 浜幸,神奈川県横浜市中区住吉町5-63,35.4478871,139.6350775
焼肉食堂こころ 溝の口店,神奈川県川崎市高津区溝口1-12-14,35.6003766,139.6131467
焼肉 三光亭 宿河原店,神奈川県川崎市多摩区宿河原4-19-19,35.6167649,139.5804494
秘伝のタレで喰らう本格焼肉 焼肉慶 武蔵小杉店,神奈川県川崎市中原区丸子通1-636,35.581904,139.6637959
焼肉愛加那 倉見店,神奈川県高座郡寒川町倉見401-3,35.3991801,139.3811595
焼肉・ホルモン たつ屋 関内,神奈川県横浜市中区常盤町2-11-11,35.4456122,139.637636
焼肉 しょうざえもん 国府津店,神奈川県小田原市国府津2520-1,35.2801035,139.2026255
焼肉愛加那 倉見店,神奈川県高座郡寒川町倉見401-3,35.3991801,139.3811595
焼肉×ホルモン 溝の口 ひゃくてん,神奈川県川崎市高津区溝口1-15-8,35.6006456,139.6137601
焼肉トラジ トレッサ横浜店,神奈川県横浜市港北区師岡町700,35.5257299,139.6453686
焼肉 ホルモン Beef Boss,神奈川県川崎市川崎区池田1-15-9,35.5229375,139.6922796
焼肉そう太 大和駅前店,神奈川県大和市大和東1-2-7,35.4708372,139.4612824
焼肉革命 牛将 平塚店,神奈川県平塚市南金目685-1,35.3584576,139.2792071
焼肉スエヒロ館 横浜上白根店,神奈川県横浜市旭区上白根2-61-5,35.4960912,139.5359946
焼肉じゅうじゅうカルビ 横浜天王町店,神奈川県横浜市保土ケ谷区天王町2-41-3,35.4555029,139.6030486
焼肉スエヒロ館 川崎宮前店,神奈川県川崎市宮前区馬絹6-10-1,35.5823622,139.5942205
焼肉スエヒロ館 横浜鶴見店,神奈川県横浜市鶴見区北寺尾2-19-50,35.5150252,139.6648798
焼肉トラジ 横浜モアーズ店,神奈川県横浜市西区南幸1-3-1,35.4672218,139.6221854
卸直送 焼肉 友苑（ゆうえん）,神奈川県平塚市代官町1-11,35.3278105,139.3525799
焼肉スエヒロ館 川崎生田店,神奈川県川崎市多摩区生田3-3-5,35.6236562,139.5455376
焼肉革命 牛将 小田原店,神奈川県小田原市飯田岡91-1,35.2921225,139.1482205
焼肉 ざんまい 海老名上河内店,神奈川県海老名市上河内1045-1,35.4213981,139.3955356
焼肉・ホルモン 濱蔵 寒川店,神奈川県高座郡寒川町一之宮1-8-6,35.3666317,139.3883327
焼肉ライク 海老名さがみ野店,神奈川県海老名市東柏ケ谷5-19-28,35.4713763,139.4317222
焼肉 きんぐ 保土ヶ谷星川店,神奈川県横浜市保土ケ谷区川辺町2-12,35.460586,139.5945152
焼肉ライク 横浜鶴屋町店,神奈川県横浜市神奈川区鶴屋町2-16-4,35.4681549,139.6229153
