店舗名,住所,lat,lng
ホルモン酒場 丸笑（まるしょう）平塚,神奈川県平塚市明石町14-13,35.3316199,139.3472934
食べ放題・飲み放題 大好きや 新松田店,神奈川県足柄上郡松田町松田惣領1191,35.3467085,139.141174
横濱ゴールデンホルモン,神奈川県横浜市西区南幸2-14-7,35.4638713,139.6173433
お好み焼 道とん堀 愛甲石田店,神奈川県伊勢原市石田326-1,35.4162924,139.3411826
もんじゃ横丁小田原店,神奈川県小田原市栄町2-9-19,35.2555996,139.1588246
あるぐるHOUSE,神奈川県鎌倉市由比ガ浜4,35.3100842,139.5439111
肉の佐藤 本厚木店,神奈川県厚木市中町2-4-14,35.4405122,139.3650953
ジンギスカン羊堂,神奈川県藤沢市辻堂元町1-1-31,35.3366338,139.4499089
BBQテラス サニーテーブル 茅ヶ崎,神奈川県茅ヶ崎市元町1-1,35.3303088,139.4058382
肉の佐藤 小田急相模原店,神奈川県相模原市南区松が枝町23-7,35.5151348,139.4234495
【飲み放題600円】和牛×牛タン 肉居酒屋 やまと 大和店,神奈川県大和市大和南1-2-13,35.4697082,139.462611
名物ホルモン 七輪もつ焼き 二の鉄 溝の口,神奈川県川崎市高津区溝口2-7-10,35.6001554,139.6099202
牛たん炭焼 利久ルミネ横浜店,神奈川県横浜市西区高島2-16-1,35.4653461,139.6227429
味の牛たん喜助 横浜モアーズ店,神奈川県横浜市西区南幸1-3-1,35.4672218,139.6221854
THE BBQ GARDEN in 横浜ジョイナス,神奈川県横浜市西区南幸1-5-1,35.4668023,139.6213024
塩ホルモン・もつ鍋 平塚 伊ざわ,神奈川県平塚市紅谷町15-4,35.3282183,139.3467068
北とうがらし溝ノ口店,神奈川県川崎市高津区二子5-5-24,35.60165240000001,139.617289
ＢＢＱ太郎 横浜店,神奈川県鎌倉市関谷770,35.3602456,139.5064981
横浜 鉄板焼＆ステーキ 祥鳳,神奈川県横浜市西区南幸2-17-8,35.4637255,139.616104
ジンギスカン羊DEL,神奈川県川崎市川崎区砂子2-8-1,35.5282855,139.7010803
もつ家大西 鹿島田店,神奈川県川崎市幸区下平間115-10,35.5513227,139.6775358
味の牛たん 喜助 グランツリー武蔵小杉,神奈川県川崎市中原区新丸子東3-1135,35.5753033,139.6613916
新横浜鉄板焼き 牛鳴,神奈川県横浜市港北区新横浜2-5-13,35.5094745,139.6160554
大黒や ジョイナステラス二俣川店,神奈川県横浜市旭区二俣川2-91-7,35.4631225,139.5326135
鉄板焼 勝治,神奈川県横浜市戸塚区川上町193-2,35.4301284,139.5511052
もつ焼き19番,神奈川県相模原市南区相模大野6-14-7,35.529695,139.4330508
NANBU BBQ PARK ～南部肉場店～,神奈川県横浜市金沢区鳥浜町1-1,35.3828016,139.6343404
Roins beach house,神奈川県藤沢市片瀬海岸3-2932,35.3109025,139.4780685
生簀と七輪 酒房 丸順,神奈川県海老名市中央1-14-26,35.4550575,139.3947535
マッコリ10種飲み放題 韓国風居酒屋 オソオセヨ たまプラーザ,神奈川県横浜市青葉区美しが丘1-10-8,35.57876,139.5550083
すすきのジンギスカン 関内店,神奈川県横浜市中区太田町1-18,35.4462746,139.6395604
名物ホルモン 七輪もつ焼き 鉄 溝の口,神奈川県川崎市高津区溝口1-12-2,35.6005042,139.6119216
横浜 鉄板焼き 牛鳴,神奈川県横浜市神奈川区鶴屋町2-9-10,35.469755,139.6222456
韓無量小田原店,神奈川県小田原市栄町2-8-8,35.2551467,139.1581527
全席個室焼肉・ホルモン座 ちからや 総本店,神奈川県横浜市西区南幸2-5-4,35.4630439,139.6178584
哲 鉄板ダイニングTETSU,神奈川県横浜市中区太田町2-21-2,35.4467944,139.6394906
Captain’s Grill and Bar,神奈川県川崎市川崎区殿町3-25-11,35.5409777,139.7531583
コリアンダイニングＳＥＯＵＬ ＧＡＴＥ藤沢,神奈川県藤沢市鵠沼橘1-3-16,35.3358086,139.4853774
溶岩焼きグリルと世界のワイン 肉助 上大岡店,神奈川県横浜市港南区上大岡東2-2-1,35.406621,139.5968777
酒楽酒酒酒 蔵,神奈川県川崎市中原区小杉町3-258,35.5752605,139.6567879
鉄板焼お好み焼 けんけんぱ和田町本店,神奈川県横浜市保土ケ谷区仏向町20,35.4635706,139.5863068
居酒屋 一休,神奈川県川崎市幸区下平間111,35.5517568,139.677914
個室ダイニング 韓国料理KOUYA‐倖屋‐,神奈川県川崎市高津区下作延2-7-24,35.6001362,139.6068236
季節の野菜と厳選名酒bar cinta 二俣川,神奈川県横浜市旭区二俣川1-45-65,35.4662239,139.5303164
BBQ太郎 神奈川湘南店,神奈川県茅ヶ崎市今宿263-5,35.3373514,139.383741
津久井,神奈川県鎌倉市御成町11-7,35.3185482,139.5498292
八郎酒場 新百合ヶ丘店,神奈川県川崎市麻生区万福寺1-1-2,35.6035421,139.5063005
八郎酒場 野毛宮川町店,神奈川県横浜市中区宮川町2-15,35.4467587,139.6293083
関内もつ肉店,神奈川県横浜市中区真砂町4-45,35.4453647,139.6352369
牛タン焼専門店 司 分店鷹 川崎店,神奈川県川崎市川崎区砂子2-10-1,35.5292878,139.7010494
綱島 牛タンいろ葉,神奈川県横浜市港北区綱島西1-6-17,35.536984,139.6344599
大和町もつ肉店,神奈川県横浜市中区大和町1-2-5,35.4318126,139.6488658
ステーキハウス 優味,神奈川県小田原市栄町1-5-18,35.25382370000001,139.1573918
動物園通り もつ肉店,神奈川県横浜市中区花咲町2-62-10,35.4496925,139.6295728
ラグナスイート新横浜,神奈川県横浜市港北区新横浜2-6-6,35.508391,139.6140208
にく野郎 中央林間,神奈川県大和市中央林間3-3-6,35.5083267,139.4437607
肉問屋直営黒毛和牛全品食べ飲み放題 牛若丸 武蔵小杉店,神奈川県川崎市中原区小杉町3-442-15,35.5735757,139.6578738
韓国ダイニング ヤンニョム,神奈川県横浜市保土ケ谷区天王町1-7-6,35.4552558,139.6041512
ベトナムの食卓 HOAHOA 日吉本店,神奈川県横浜市港北区日吉本町1-4-25,35.55432130000001,139.6453462
荒井屋 そごう横浜店,神奈川県横浜市西区高島2-18-1,35.4653817,139.624707
千房そごう横浜店,神奈川県横浜市西区高島2-18-1,35.4653817,139.624707
完全個室完備 新鮮手打ちもつ焼きじんべえ 新横浜店,神奈川県横浜市港北区新横浜2-4-4,35.5084145,139.6155886
北海道シントク町 塚田農場エキニア横浜店,神奈川県横浜市西区北幸1-1-8,35.4676243,139.6213821
立ち食いしゃぶしゃぶ＆ホルモン焼き 赤星 上大岡,神奈川県横浜市港南区上大岡西1-13-19,35.4095371,139.5951057
CHARCOAL STAND NOGE（チャコールスタンド ノゲ）,神奈川県横浜市中区野毛町2-79,35.4472678,139.6293756
日本料理 中津川,神奈川県厚木市中町2-13-1,35.4430656,139.3653942
叶屋 ～肉と燻製～,神奈川県横浜市磯子区杉田2-2-14,35.3826826,139.6153073
鉄板焼 katakago,神奈川県川崎市川崎区小川町13-20,35.5276048,139.6983606
鉄板居酒屋 たいよう,神奈川県川崎市中原区木月2-5-14,35.564629,139.654879
ラム新横浜,神奈川県横浜市港北区新横浜2-6-18,35.5084918,139.6146876
八郎スター酒場 関内,神奈川県横浜市中区羽衣町2-6-1,35.4435329,139.6344914
御曹司 きよやす邸鎌倉プリンスホテル店,神奈川県鎌倉市七里ガ浜東1-2-18,35.3085277,139.5165837
霧島豚レタしゃぶの店 酒房 いせき,神奈川県相模原市中央区相模原2-3-5,35.5805934,139.3689397
青の隠れ家個室イタリアンアモーレ 川崎店,神奈川県川崎市川崎区駅前本町2-1,35.5295489,139.698656
江の島海の家ちょっとヨットビーチハウス,神奈川県藤沢市片瀬海岸1-15,35.3073943,139.4856975
牛たん炭焼 利久ラゾーナ川崎店,神奈川県川崎市幸区堀川町72-1,35.5329594,139.6959237
大衆食堂2．0とぽす エキュート横浜,神奈川県横浜市西区高島2-16-1,35.4653461,139.6227429
DREAM DOORYOKOHAMA HAMMERHEAD,神奈川県横浜市中区新港1-3,35.4546458,139.6421805
鉄板焼 一如（いちにょ）横浜,神奈川県横浜市西区北幸2-12-26,35.4648556,139.6149221
ＭＡＮＧＩＡ ＭＡＮＧＩＡ横浜ランドマークタワー店,神奈川県横浜市西区みなとみらい2-2-1,35.4545635,139.6314218
肉ビストロ居酒屋 BISON 本厚木店,神奈川県厚木市泉町2-1,35.4401149,139.3658091
銀だこハイボール酒場 アトレ大船店,神奈川県鎌倉市大船1-1-1,35.35379340000001,139.5312611
横浜ワインバル 青木酒店 鶴屋町店,神奈川県横浜市神奈川区鶴屋町2-16-2,35.4682866,139.6231607
ワインと炭火焼 harao,神奈川県川崎市中原区木月2-9-7,35.5639476,139.6550407
肉割烹 丹屋～たんや～横浜関内馬車道,神奈川県横浜市中区相生町4-69-1,35.447358,139.6365816
鉄板焼料理 美安 横浜,神奈川県横浜市中区太田町2-31-2,35.4468007,139.6386512
HEMINGWAY江ノ島 HANARE,神奈川県藤沢市片瀬海岸2-16-20,35.3085114,139.4826855
LuxuryTerrace＆BBQ YOSHIKO,神奈川県横浜市西区岡野1-9-7,35.462799,139.6162334
ヒジテツ 伊勢佐木町店,神奈川県横浜市南区永楽町2-26,35.43961,139.6307245
横浜ベイクォーター BBQビアガーデン,神奈川県横浜市神奈川区金港町1-10,35.4661954,139.6267109
アニバーサリークルーズみなとみらい,神奈川県横浜市西区みなとみらい1-3,35.458315,139.638444
横浜 鉄板焼き WAGYU LIVERARY,神奈川県横浜市神奈川区鶴屋町2-16-2,35.4682866,139.6231607
逗子海岸海の家 SeasideLiving,神奈川県逗子市新宿2-10-18,35.2935421,139.5713387
アニバーサリークルーズみなとみらい,神奈川県横浜市西区みなとみらい1-3,35.458315,139.638444
韓国本場自家製キムチ＆海苔巻き専門店 キムキム,神奈川県大和市下和田605,35.4272323,139.4721534
ザッツ,神奈川県横浜市中区元町2-80,35.4387987,139.6497327
HEMINGWAY 江ノ島,神奈川県藤沢市片瀬海岸1-12-4,35.3078919,139.4858948
芝浦食肉 戸塚西口店,神奈川県横浜市戸塚区戸塚町104,35.3993265,139.5330709
お好み焼きBAR 中村酒店,神奈川県横須賀市汐入町2-35,35.2795601,139.6610155
『PREMIERE YOKOHAMAの庭～空と大地の恵みとBBQ～』,神奈川県横浜市都筑区中川中央1-30-1,35.5549986,139.5791379
月島もんじゃ くう川和町駅前店,神奈川県横浜市都筑区川和町1236-1,35.5276772,139.5490434
焼き鳥×焼きとん×煮込み はじめ商店,神奈川県大和市大和東2-2-15,35.4714981,139.4621521
平塚居酒屋 にかいのおく,神奈川県平塚市紅谷町18-6,35.3285483,139.3456501
ステーキ＆チーズ酒場 レッドコング,神奈川県横浜市中区野毛町2-78,35.4473756,139.6295967
お好み焼き・もんじゃ焼き くるり,神奈川県平塚市八重咲町22-22,35.3245276,139.3497171
居酒屋もつ昇 横須賀中央店,神奈川県横須賀市若松町1-11-5,35.2794445,139.6721015
生牡蠣と極み牛タン RAKUGAKI 横浜鶴屋町店,神奈川県横浜市神奈川区鶴屋町2-16-4,35.4681549,139.6229153
鉄板焼 Ｓ,神奈川県川崎市幸区堀川町72-1,35.5329594,139.6959237
IZAKAYA EGACHO（居酒屋えがちょ） 日吉店,神奈川県横浜市港北区日吉2-6-27,35.5550252,139.6469981
鉄板焼お好み焼けんけんぱ鶴ヶ峰店,神奈川県横浜市旭区鶴ケ峰2-3-3,35.4753278,139.5459407
銀だこ酒場 元住吉店,神奈川県川崎市中原区木月1-31-1,35.5653235,139.6524186
鉄板焼き ななつぼ井土ヶ谷店,神奈川県横浜市南区南太田4-2-1,35.43584999999999,139.599924
横浜瀬里奈 ステーキドーム,神奈川県横浜市中区弁天通5-70,35.4486734,139.6361633
弘明寺ホルモン yawd,神奈川県横浜市南区弘明寺267,35.424341,139.5977782
鶏刺身、九州料理、炭火焼 うえちゃん,神奈川県川崎市高津区下作延1-3-1,35.6013896,139.6078647
炭火焼 にはちや 元住吉店,神奈川県川崎市中原区木月1-32-5,35.5650689,139.6526893
炭火焼ハンバーグレストラン ぶる中山店,神奈川県横浜市緑区台村町352-1,35.5141195,139.5373894
貸切ビアガーデンテラスと本格ステーキバルクビーフ横浜本店,神奈川県横浜市西区岡野1-17-12,35.4626268,139.613863
銀だこハイボール酒場 桜木町クロスゲート店,神奈川県横浜市中区桜木町1-101-1,35.4491653,139.6314068
鉄板焼き Italian Dining Bar 焔 HOMURA,神奈川県横須賀市米が浜通1-17,35.277575,139.674378
時間無制限 食べ飲み放題 165種 個室居酒屋匠 溝の口店,神奈川県川崎市高津区溝口1-12-5,35.6005334,139.612193
炭火とおばんざい きむら屋,神奈川県川崎市中原区小杉町3-430-4,35.5746992,139.6585074
時間無制限 食べ飲み放題 165種 個室居酒屋匠 溝の口店,神奈川県川崎市高津区溝口1-12-5,35.6005334,139.612193
【全席個室】牛タン×個室居酒屋くろさわ 横浜西口店,神奈川県横浜市神奈川区鶴屋町2-23-8,35.468845,139.621502
野菜巻き串と煮込み ヨイトヤ 相模大野,神奈川県相模原市南区相模大野6-14-8,35.5298316,139.4330088
炊き餃子とプレス焼き満月Do～マンゲツドゥー～,神奈川県川崎市中原区新丸子東1-983-5,35.57922,139.6620011
ZAIMOKUZA BEACH HOUSE〜La Tika〜,神奈川県鎌倉市材木座5,35.3075311,139.5490037
マリブキッチン 由比ヶ浜,神奈川県鎌倉市由比ガ浜4,35.3100842,139.5439111
お好み焼き鉄板焼き よし田,神奈川県横浜市港南区上大岡西1-14-8,35.4096445,139.5957528
炭火焼 との山,神奈川県鎌倉市大船1-20-14,35.3518344,139.5327241
銀だこハイボール酒場 関内店,神奈川県横浜市中区常盤町3-24,35.4462171,139.6366216
隠れダイニング伝‐DEN‐,神奈川県川崎市高津区溝口1-11-22,35.6003627,139.6118448
ラクレットチーズ×肉バル大和ロッジ,神奈川県大和市中央4-1-23,35.4697349,139.4603436
和房鉄板 榛,神奈川県小田原市栄町2-1-20,35.2557067,139.1575011
フォルクス大和店,神奈川県大和市深見台1-1-3,35.4677281,139.4663974
蒸気屋 角打ち,神奈川県横浜市中区野毛町2-78,35.4473756,139.6295967
薩摩焼酎と鹿児島郷土料理ぶぅ屋（ぶぅや）上大岡駅前店,神奈川県横浜市港南区上大岡西1-4-16,35.4105228,139.5970324
【全席喫煙可】カラアゲサカバスミチャン 大和×居酒屋,神奈川県大和市中央2-4-18,35.4706323,139.4603283
そば 酒肴 鵠庵,神奈川県藤沢市南藤沢3-6,35.3378962,139.4890283
手包み餃子×ネオ台湾酒場ジャッキー餃子楼 川崎駅前店,神奈川県川崎市川崎区砂子1-1-3,35.5311399,139.7007203
焼き鳥居酒屋 鳥清中央林間店,神奈川県大和市中央林間5-1-6,35.5091619,139.4435224
1983 ～燻製とクラフトビールのお店～ 茅ヶ崎,神奈川県茅ヶ崎市新栄町9-7,35.3309347,139.4055037
釜焼きピザ×肉バル DON NAPOLI（ドンナポリ）茅ヶ崎,神奈川県茅ヶ崎市新栄町5-3,35.3306528,139.4030127
木村屋本店 二俣川,神奈川県横浜市旭区二俣川1-45,35.4655713,139.5308335
ネオ個室居酒屋 クルミ堂 横浜店,神奈川県横浜市神奈川区鶴屋町2-23-8,35.468845,139.621502
藩次郎,神奈川県川崎市中原区新城3-7-4,35.5856862,139.6304023
バルスタイル Pakino 裏戸塚,神奈川県横浜市戸塚区戸塚町4897,35.4020118,139.5307925
鉄板焼・しゃぶしゃぶ迎賓館,神奈川県足柄下郡箱根町二ノ平1297,35.2384476,139.0446358
博多酒場・もつ鍋・水炊き  極 桜木町店,神奈川県横浜市中区花咲町2-68,35.4501069,139.6296498
貸切宴会×完全個室×138種食べ放題慶華楼横浜中華街,神奈川県横浜市中区山下町143,35.44260149999999,139.6443718
鉄板ビストロ comichi,神奈川県逗子市逗子7-1-60,35.2946473,139.5776487
フォルクス座間店,神奈川県座間市相模が丘1-31-17,35.5121405,139.4188793
鉄板ビストロ comichi,神奈川県逗子市逗子7-1-60,35.2946473,139.5776487
鉄板ダイニング 籠‐komori‐裏戸塚,神奈川県横浜市戸塚区戸塚町4789-6,35.4022977,139.5307351
個室中華 杏花楼百合丘店,神奈川県川崎市麻生区百合丘1-23-4,35.6096945,139.5168816
団欒 炎二俣川北口店,神奈川県横浜市旭区二俣川1-45-18,35.4654039,139.531663
牛タン 木村屋溝の口すずらん通り,神奈川県川崎市高津区溝口1-11-20,35.6002829,139.6121942
牛タン専門×全席個室居酒屋うま囲 藤沢駅南口店,神奈川県藤沢市南藤沢3-4,35.3380562,139.4888159
肉バルD．U．M．B．O（ダンボ）横浜みなとみらい東急スクエア店,神奈川県横浜市西区みなとみらい2-3-8,35.45646869999999,139.6348683
ワインバル 青木酒店横浜西口店,神奈川県横浜市西区南幸2-6-1,35.4638055,139.6186035
横浜 BBQ スリーモンキーズテラス横浜関内店,神奈川県横浜市中区末広町3-95,35.4435287,139.6325854
フォルクス相模原店,神奈川県相模原市中央区中央2-1-1,35.5738707,139.3712523
おふくろの味 浜や鴨居,神奈川県横浜市緑区鴨居1-15-2,35.511652,139.5667419
やきとり道場 さくら長津田南口店,神奈川県横浜市緑区長津田5-3-7,35.5310994,139.4959543
全席個室 特選日本酒×焼き鳥居酒屋鶏のまるよし 川崎駅前店,神奈川県川崎市川崎区砂子1-1-8,35.5314762,139.7009098
炭火 はじめ,神奈川県相模原市緑区橋本3-13,35.5947739,139.3479604
もつ関ちゃん登戸駅前,神奈川県川崎市多摩区登戸3416-1,35.6211362,139.568473
火鍋サワーと五色小籠包福包酒場 茅ヶ崎店,神奈川県茅ヶ崎市新栄町5-3,35.3306528,139.4030127
食べ飲み放題 全130種 居酒屋 すみび大和店,神奈川県大和市大和南1-2-12,35.4697025,139.4627649
中華居酒屋 彩関内,神奈川県横浜市中区真砂町3-32,35.4452461,139.6359218
炭火焼鳥 やまむら,神奈川県大和市大和東1-7-24,35.4702052,139.4630867
デジキューBBQテラス横須賀モアーズシティ店,神奈川県横須賀市若松町2-30,35.2782185,139.6701623
フォルクス鶴見寺尾店,神奈川県横浜市鶴見区諏訪坂5-37,35.5156921,139.6662875
黒毛和牛と牛タン専門 個室居酒屋Kurosawa 横浜駅店,神奈川県横浜市神奈川区鶴屋町2-23-8,35.468845,139.621502
銀だこ酒場 綱島店,神奈川県横浜市港北区綱島西1-9-9,35.53676069999999,139.6328819
もんじゃ・お好み焼 もじや本店,神奈川県横浜市都筑区仲町台1-7-11,35.535666,139.5897717
お好み焼 城山,神奈川県横浜市都筑区東山田3-17-7,35.5584837,139.5994172
炭火酒場 B102号室,神奈川県川崎市高津区溝口1-12-14,35.6003766,139.6131467
フォルクス港南台店,神奈川県横浜市港南区日野南1-1-31,35.3827033,139.5770442
もんじゃ・お好み焼 もじや センター南TB店,神奈川県横浜市都筑区茅ヶ崎中央11-5,35.5414942,139.5748713
EAST WOOD,神奈川県川崎市川崎区小川町3-3,35.5280796,139.6986859
お好み焼 城山,神奈川県横浜市都筑区東山田3-17-7,35.5584837,139.5994172
炭火酒場 B102号室,神奈川県川崎市高津区溝口1-12-14,35.6003766,139.6131467
Plancha L THE YOKOHAMA FRONT,神奈川県横浜市神奈川区鶴屋町1,35.468976,139.623852
フォルクス戸塚西店,神奈川県横浜市戸塚区汲沢町1170,35.390996,139.5214191
横浜ビアホール×BBQ KIMURAYA,神奈川県横浜市神奈川区鶴屋町2-15,35.4679207,139.6230891
半個室×ステーキ＆ハンバーグSTEAK HOUSE sandbar 辻堂海岸,神奈川県藤沢市辻堂東海岸1-12-27,35.3237524,139.4542072
チーズの海に溺れたい 大和店,神奈川県大和市中央4-1-23,35.4697349,139.4603436
やきとり工房武蔵小杉店,神奈川県川崎市中原区小杉町1-403,35.5776624,139.6578401
超居酒屋 生キン,神奈川県横浜市戸塚区品濃町543-6,35.4325693,139.5576129
2000円食べ放題飲み放題 居酒屋おすすめ屋 横浜店,神奈川県横浜市神奈川区鶴屋町2-23-8,35.468845,139.621502
地鶏家 萬丸関内店,神奈川県横浜市中区相生町2-50,35.446488,139.6382354
お好み焼き 杏子,神奈川県横浜市都筑区中川中央1-37-6,35.5554672,139.5795805
フォルクス港北ニュータウン店,神奈川県横浜市都筑区茅ヶ崎南5-26-36,35.539171,139.5637114
鮨 炉端焼 日本酒 六方ほんてん,神奈川県海老名市中央1-8-1,35.4535386,139.3926882
和牛肉バル Cabrio（カブリオ）藤沢,神奈川県藤沢市南藤沢4-2,35.3379416,139.4895539
鉄板焼レストラン八景,神奈川県横浜市金沢区福浦1-1-1,35.3544037,139.6451279
串焼 ちゃぼ蔵,神奈川県横浜市神奈川区西神奈川1-6-1,35.4782584,139.6324432
肉の溶岩グリル＆横浜地野菜 H．B’s nest 貸切,神奈川県横浜市中区山下町2,35.4469072,139.6457476
野毛焼きそばセンター まるき野毛本店,神奈川県横浜市中区宮川町2-29-1,35.44686009999999,139.6295965
旨いさかなと純米酒 わいち,神奈川県横浜市港北区綱島西1-2-12,35.5381095,139.6356032
御喜元お台所 鶴見 がちゃぴん,神奈川県横浜市鶴見区鶴見中央1-3-3,35.5082638,139.6776545
炉ばた 藤十郎,神奈川県茅ヶ崎市共恵1-1-15,35.3294826,139.4050107
まぐろ居酒屋 さかなや道場京急久里浜店,神奈川県横須賀市久里浜1-5-4,35.2315233,139.7016335
BACK YARD ‐Brooklyn Park Yokohama‐,神奈川県横浜市西区南幸2-15-13,35.4650739,139.6183378
横濱うし処  牛味蔵 横浜スカイビル店,神奈川県横浜市西区高島2-19-12,35.4645561,139.6246488
クラフトビアホール モスプレミアム桜木町クロスゲート店,神奈川県横浜市中区桜木町1-101-1,35.4491653,139.6314068
ひじてつ 元町店,神奈川県横浜市中区山下町161-10-16,35.4399502,139.645356
御気楽お台所 たまぷら はらペコッ,神奈川県横浜市青葉区美しが丘2-15-4,35.5792821,139.5585932
たこ焼き・お好み焼き食べ放題×半個室たこやき番長 関内店,神奈川県横浜市中区常盤町1-4-2,35.4448781,139.6390124
CHUTNEY Asian Ethnic Kitchen,神奈川県横浜市神奈川区金港町1-10,35.4661954,139.6267109
BACK YARD Roof Garden Minatomirai,神奈川県横浜市中区新港2-2-1,35.4539404,139.6389925
釜めしと鉄板酒家 三好屋,神奈川県南足柄市飯沢4-1,35.3179304,139.1016272
もつ専門店 彩川崎駅東口店,神奈川県川崎市川崎区東田町4-10,35.5294137,139.7021922
ステーキハウス金井 小田原駅前店,神奈川県小田原市栄町2-1-29,35.2556002,139.1571368
お好み焼き・食べ放題若竹川崎モアーズ店,神奈川県川崎市川崎区駅前本町7-7,35.5323565,139.6994338
野毛焼きそばセンターまるき野毛一番街店 はなれ,神奈川県横浜市中区野毛町1-52,35.4472806,139.6299675
食べ飲み放題 鉄板焼き酒場 だしや大船店,神奈川県鎌倉市大船1-5-6,35.3538929,139.5318875
黒毛和牛もつ鍋と新鮮手打ちもつ焼きじんべえ 川崎,神奈川県川崎市川崎区砂子2-9-11,35.5287811,139.7010218
【個室完備】炭火焼き鳥と京出汁おでん三蔵 川崎本店,神奈川県川崎市川崎区砂子2-4-18,35.530161,139.7005531
Steak＆Hamburg Amagi ～あまぎ～,神奈川県横浜市鶴見区鶴見中央4-29-10,35.5082057,139.6800011
もつ焼きごえん,神奈川県横浜市戸塚区品濃町515-1,35.4278215,139.5571452
横濱モダン焼 重,神奈川県横浜市神奈川区鶴屋町2-11-4,35.469157,139.6228906
大和倶楽部,神奈川県大和市大和東1-3-6,35.4708831,139.4617809
エビス 市が尾総本店,神奈川県横浜市青葉区市ヶ尾町1054-8,35.5495178,139.5399228
プーケットオリエンタル 横浜駅店,神奈川県横浜市西区北幸2-6-5,35.4667985,139.6167811
横浜高島屋ビアガーデン 星空GRILL,神奈川県横浜市西区南幸1-6-31,35.4653132,139.6208271
American Bar＆Grill Wood Stock 川崎,神奈川県川崎市川崎区東田町2-7,35.5280363,139.7017454
屋根裏お台所 隠れ家 とと炉溝の口店,神奈川県川崎市高津区溝口1-15-8,35.6006456,139.6137601
釜炊きごはんと熟成ステーキ フジタ二子新地店,神奈川県川崎市高津区諏訪1-4-1,35.6066267,139.6230192
個室で味わう肉寿司と朝どれ鮮魚にくと魚 川崎駅前店,神奈川県川崎市川崎区砂子1-1-8,35.5314762,139.7009098
日吉 日本酒 いろり屋金魚,神奈川県横浜市港北区日吉本町1-4-25,35.55432130000001,139.6453462
横浜焼きそばセンター まるき,神奈川県横浜市西区高島2-14-9,35.4642129,139.6221786
宮崎県日南市 塚田農場上大岡店,神奈川県横浜市港南区上大岡西1-16-25,35.4080198,139.5955537
日本料理いちふじ,神奈川県平塚市明石町10-2,35.3300021,139.3483319
宮崎県日南市 塚田農場横浜西口店,神奈川県横浜市西区北幸1-1-5,35.4676622,139.6220085
藤沢南口やきとん,神奈川県藤沢市南藤沢23-1,35.337978,139.4865864
肉×海鮮 鉄板焼まんまる亭,神奈川県横浜市港南区上大岡西1-11-2,35.4106134,139.5964155
酒処 酔為,神奈川県平塚市紅谷町17-17,35.3282541,139.345943
宮崎県日南市 塚田農場川崎たちばな通り店,神奈川県川崎市川崎区砂子2-4-18,35.530161,139.7005531
割烹 乃月（旧：割烹 山田屋）横浜・関内弁天通【ふぐ・うなぎ】,神奈川県横浜市中区弁天通2-34-2,35.4471093,139.6393422
宮崎県日南市 塚田農場川崎たちばな通り店,神奈川県川崎市川崎区砂子2-4-18,35.530161,139.7005531
炭火焼居酒屋 焼天狗（やきてんぐ）藤沢南口,神奈川県藤沢市鵠沼石上1-4-2,35.3366202,139.4883147
火鍋×担々麺専門店 天府野毛店,神奈川県横浜市中区野毛町1-51,35.447545,139.6299775
大衆食堂2．0 とぽす,神奈川県横浜市中区桜木町1-1,35.45029830000001,139.6306642
囲炉裏と個室 火囲炉‐HERO‐ 橋本店,神奈川県相模原市緑区橋本3-29-2,35.5955845,139.3454672
Dining Bar Resort Sky 本厚木BBQ×ビアガーデン,神奈川県厚木市中町2-10-4,35.441928,139.3641107
黒ぶたやルミネ横浜店,神奈川県横浜市西区高島2-16-1,35.4653461,139.6227429
ごう川崎本店,神奈川県川崎市川崎区砂子2-6-4,35.5292239,139.6998826
2000円食べ飲み放題生つくねと焼鳥個室居酒屋はなこま川崎店,神奈川県川崎市川崎区砂子2-6-7,35.529049,139.7000749
焼鳥と鮮魚が旨い大衆酒場福田 新横浜店,神奈川県横浜市港北区新横浜3-17-15,35.5112231,139.6183368
肉食べ放題BBQビアガーデンアトレ川崎店,神奈川県川崎市川崎区駅前本町26-1,35.5307232,139.6979579
情熱生産者＆上大岡民 ＆家,神奈川県横浜市港南区上大岡西1-19-1,35.4086289,139.5945671
肉料理 しゃぶしゃぶダイニング なか仲 相模原店,神奈川県相模原市中央区相模原4-5-3,35.5790111,139.3748545
炭火串焼と旬野菜 きわみ,神奈川県川崎市中原区小杉町3-430,35.5745105,139.6586538
OCTAGON横浜,神奈川県横浜市中区野毛町1-4,35.4472813,139.6306847
食べ飲み放題2500円165種MEAT酒場マルシェ 溝の口,神奈川県川崎市高津区溝口1-12-5,35.6005334,139.612193
鹿児島県霧島市 塚田農場橋本店,神奈川県相模原市緑区橋本3-14-13,35.59435089999999,139.3476677
スミビトケムリ 関内店,神奈川県横浜市中区真砂町3-32,35.4452461,139.6359218
肉割烹 ささえ,神奈川県川崎市高津区久本2-1-1,35.5972999,139.6132097
メシとテッパンATOCHI （旧：GREEN BOWL）,神奈川県横浜市中区太田町1-20,35.44641920000001,139.6394508
横浜 なだ万,神奈川県横浜市西区みなとみらい1-1-1,35.457374,139.6368263
もつ焼き しげ吉,神奈川県大和市大和南1-2-9,35.4696079,139.4631751
武蔵小杉のもつ屋 じゅうに12,神奈川県川崎市中原区新丸子東2,35.5779596,139.6621092
全品300円 中華酒場 三百楽藤沢店,神奈川県藤沢市鵠沼石上1-4-6,35.3364372,139.4889219
